S_No,FirstName,LastName,Education,Job_Role,DeptID,Gender,MaritalStatus,YearlyIncome,MonthlyIncome,Sales,BusinessTravel,Department,hire_date
736,Bluma,Zeilberger,LifeSciences,HealthcareRepresentative,2,Male,Single,50880,4240,9328,Travel_Rarely,Research&Development,2006-09-28
737,Hyuckchul,Casperson,LifeSciences,HealthcareRepresentative,2,Male,Single,131988,10999,24197.8,Travel_Rarely,Research&Development,2007-01-14
738,Abdelaziz,Bisiani,Medical,ManufacturingDirector,3,Female,Single,60036,5003,11006.6,Travel_Rarely,Research&Development,2008-03-08
739,Ymte,Waschkowski,LifeSciences,ManufacturingDirector,2,Female,Married,152904,12742,28032.4,Travel_Rarely,Research&Development,2005-08-20
740,Valeri,Danley,LifeSciences,ManufacturingDirector,3,Female,Married,50724,4227,9299.4,Travel_Rarely,Research&Development,2005-10-30
741,Alejandra,Perng,Other,LaboratoryTechnician,3,Male,Divorced,47004,3917,8617.4,Travel_Rarely,Research&Development,2005-02-16
742,Chriss,Gide,Marketing,Manager,3,Male,Married,219636,18303,40266.6,Travel_Rarely,Sales,2007-04-10
743,Neven,Brender,LifeSciences,LaboratoryTechnician,3,Male,Married,28560,2380,5236,Travel_Rarely,Research&Development,2004-06-14
744,Kish,Honglei,LifeSciences,ManufacturingDirector,2,Female,Single,164712,13726,30197.2,Travel_Rarely,Research&Development,2006-08-26
745,Florina,Garnier,Medical,HealthcareRepresentative,1,Female,Married,57324,4777,10509.4,Travel_Rarely,Research&Development,2007-12-12
746,Bedir,Haumacher,Medical,HealthcareRepresentative,3,Male,Married,76620,6385,14047,Travel_Frequently,Research&Development,2008-02-06
747,Guiseppe,Stranks,LifeSciences,ResearchDirector,1,Female,Divorced,239676,19973,43940.6,Non-Travel,Research&Development,2003-07-14
748,Aimee,Tokunaga,LifeSciences,SalesExecutive,3,Male,Single,82332,6861,15094.2,Travel_Rarely,Sales,2005-10-26
749,Zongyan,Cusworth,Medical,SalesExecutive,1,Male,Single,59628,4969,10931.8,Non-Travel,Sales,2006-02-12
750,Avishai,Azadmanesh,Marketing,Manager,1,Female,Married,238140,19845,43659,Travel_Rarely,Sales,2006-04-06
751,Leon,Kaiser,Medical,SalesExecutive,4,Female,Married,159840,13320,29304,Travel_Rarely,Sales,2007-06-21
752,Xiaopeng,Lanphier,LifeSciences,SalesExecutive,3,Female,Married,76164,6347,13963.4,Non-Travel,Sales,2008-01-13
753,Satoru,Otillio,LifeSciences,LaboratoryTechnician,4,Female,Single,32916,2743,6034.6,Travel_Rarely,Research&Development,2003-09-17
754,Matt,Jumpertz,Medical,ManufacturingDirector,3,Female,Single,130560,10880,23936,Travel_Frequently,Research&Development,2004-02-17
755,Denny,Setia,LifeSciences,SalesRepresentative,2,Female,Single,28104,2342,5152.4,Non-Travel,Sales,2005-08-17
756,Larisa,Bage,LifeSciences,Manager,3,Female,Married,211800,17650,38830,Travel_Rarely,Sales,2002-06-07
757,Berhard,Daescu,Medical,LaboratoryTechnician,3,Female,Single,48300,4025,8855,Non-Travel,Research&Development,2002-06-07
758,Rildo,Straney,Marketing,SalesExecutive,4,Male,Divorced,116700,9725,21395,Travel_Rarely,Sales,2002-06-07
759,Zorica,Acton,TechnicalDegree,Manager,3,Male,Married,142848,11904,26188.8,Travel_Rarely,Sales,2002-06-07
760,Unal,Fendler,Medical,HumanResources,3,Male,Single,26124,2177,4789.4,Travel_Rarely,HumanResources,2003-06-17
761,Bluma,Hiltgen,Marketing,SalesExecutive,2,Female,Married,90300,7525,16555,Travel_Frequently,Sales,2005-09-21
762,Barton,Engberts,Other,LaboratoryTechnician,3,Male,Divorced,58008,4834,10634.8,Travel_Rarely,Research&Development,2001-01-13
763,Hatim,Deverell,LifeSciences,ResearchScientist,3,Male,Married,24504,2042,4492.4,Travel_Frequently,Research&Development,2006-01-03
764,Angel,Mondadori,LifeSciences,SalesRepresentative,3,Female,Married,26640,2220,4884,Travel_Rarely,Sales,2007-05-21
765,Hyuncheol,Zolotykh,Medical,SalesRepresentative,3,Male,Married,12624,1052,2314.4,Travel_Rarely,Sales,2005-06-25
766,Bader,Szemeredi,Other,ResearchScientist,3,Male,Married,33852,2821,6206.2,Travel_Frequently,Research&Development,2006-02-05
767,Giri,Baumann,Medical,ResearchDirector,3,Male,Married,230844,19237,42321.4,Travel_Rarely,Research&Development,2007-02-07
768,Yolla,Kropatsch,Other,HealthcareRepresentative,3,Female,Single,49284,4107,9035.4,Travel_Rarely,Research&Development,2002-08-17
769,Hironobu,Wynblatt,Marketing,SalesExecutive,3,Male,Married,100752,8396,18471.2,Travel_Rarely,Sales,2002-08-16
770,Gonzalo,Eldridge,Medical,ResearchScientist,2,Female,Divorced,24084,2007,4415.4,Travel_Frequently,Research&Development,2005-09-28
771,Moty,Trystram,Medical,ResearchDirector,3,Male,Divorced,235524,19627,43179.4,Travel_Rarely,Research&Development,2005-09-30
772,Aral,Erman,LifeSciences,SalesExecutive,2,Female,Married,128232,10686,23509.2,Travel_Rarely,Sales,2006-03-07
773,Jiafu,Mateescu,Medical,ResearchScientist,3,Female,Married,35304,2942,6472.4,Travel_Frequently,Research&Development,2007-12-07
774,Sorina,Kermarrec,Medical,ManufacturingDirector,2,Female,Single,106296,8858,19487.6,Travel_Rarely,Research&Development,2002-12-07
775,Arvind,DuBourdieux,Medical,Manager,2,Male,Single,201072,16756,36863.2,Non-Travel,Research&Development,2003-05-18
776,Uma,Koprowski,Medical,SalesExecutive,2,Male,Divorced,129576,10798,23755.6,Travel_Rarely,Sales,2005-12-24
777,Jagoda,Naumovich,Marketing,SalesRepresentative,3,Female,Single,27876,2323,5110.6,Travel_Frequently,Sales,2005-07-24
778,Aran,Sadowsky,LifeSciences,LaboratoryTechnician,2,Female,Single,16992,1416,3115.2,Travel_Rarely,Research&Development,2006-11-15
779,Goa,Poehlman,LifeSciences,ResearchScientist,2,Female,Divorced,55380,4615,10153,Travel_Rarely,Research&Development,2007-08-10
780,Aiman,Constantine,LifeSciences,ResearchScientist,3,Male,Married,29532,2461,5414.2,Travel_Rarely,Research&Development,2004-07-18
781,Serap,Tasistro,TechnicalDegree,HealthcareRepresentative,2,Male,Single,104664,8722,19188.4,Non-Travel,Research&Development,2005-04-10
782,Adib,Rullman,Medical,LaboratoryTechnician,2,Male,Married,47460,3955,8701,Travel_Rarely,Research&Development,2003-05-01
783,Guenter,Karunanithi,Other,ManufacturingDirector,3,Male,Married,119484,9957,21905.4,Travel_Rarely,Research&Development,2005-10-10
784,Odinaldo,Kruskal,TechnicalDegree,ResearchScientist,4,Female,Married,40512,3376,7427.2,Travel_Rarely,Research&Development,2007-11-16
785,Bernd,Redmiles,LifeSciences,HealthcareRepresentative,2,Female,Married,105876,8823,19410.6,Travel_Rarely,Research&Development,2005-07-16
786,Dung,Gornas,TechnicalDegree,HealthcareRepresentative,3,Male,Married,123864,10322,22708.4,Travel_Rarely,Research&Development,2006-09-28
787,Eckart,Harnett,LifeSciences,LaboratoryTechnician,1,Male,Married,55452,4621,10166.2,Non-Travel,Research&Development,2007-01-14
788,Aluzio,Narlikar,LifeSciences,ManufacturingDirector,3,Male,Married,131712,10976,24147.2,Travel_Frequently,Research&Development,2008-03-08
789,Garnet,Isard,Other,ResearchScientist,3,Female,Single,43920,3660,8052,Travel_Rarely,Research&Development,2005-08-20
790,Zita,Minakawa,Medical,HumanResources,2,Male,Married,125784,10482,23060.4,Travel_Rarely,HumanResources,2005-10-30
791,Saeed,Kitai,LifeSciences,HealthcareRepresentative,2,Male,Divorced,85428,7119,15661.8,Travel_Rarely,Research&Development,2005-02-16
792,Ugo,Maliniak,TechnicalDegree,SalesExecutive,3,Male,Single,114984,9582,21080.4,Travel_Rarely,Sales,2007-04-10
793,Percy,Lorho,Medical,ResearchScientist,2,Female,Single,54096,4508,9917.6,Travel_Frequently,Research&Development,2004-06-14
794,Mohit,Janetzko,LifeSciences,LaboratoryTechnician,3,Male,Divorced,26484,2207,4855.4,Travel_Rarely,Research&Development,2006-08-26
795,Fumitaka,Peak,LifeSciences,HealthcareRepresentative,3,Male,Single,93072,7756,17063.2,Travel_Frequently,Research&Development,2007-12-12
796,Morris,Andreotta,LifeSciences,SalesExecutive,2,Female,Divorced,80328,6694,14726.8,Travel_Rarely,Sales,2008-02-06
797,Sangeeta,Rodham,TechnicalDegree,LaboratoryTechnician,3,Male,Married,44292,3691,8120.2,Travel_Rarely,Research&Development,2003-07-14
798,Sachar,Erdi,Medical,LaboratoryTechnician,3,Male,Divorced,28524,2377,5229.4,Travel_Rarely,Research&Development,2005-10-26
799,Morrie,Gewali,Medical,ResearchScientist,2,Male,Single,27756,2313,5088.6,Travel_Rarely,Research&Development,2006-02-12
800,Gurbir,Hellwagner,Medical,Manager,3,Male,Married,211980,17665,38863,Travel_Rarely,Research&Development,2006-04-06
801,Vincent,Schwartzbauer,Medical,LaboratoryTechnician,2,Male,Divorced,31152,2596,5711.2,Travel_Frequently,Research&Development,2007-06-21
802,Rosita,Oppitz,Other,SalesExecutive,3,Male,Single,56736,4728,10401.6,Travel_Frequently,Sales,2008-01-13
803,Gor,Iacovou,LifeSciences,SalesExecutive,3,Female,Married,51624,4302,9464.4,Travel_Frequently,Sales,2003-09-17
804,Suzette,Sadowski,LifeSciences,ResearchScientist,2,Male,Married,35748,2979,6553.8,Non-Travel,Research&Development,2004-02-17
805,Sven,Huttel,Medical,Manager,4,Male,Single,202620,16885,37147,Non-Travel,Research&Development,2005-08-17
806,Shim,Wiegley,LifeSciences,SalesExecutive,2,Female,Married,67116,5593,12304.6,Non-Travel,Sales,2002-06-07
807,Kiyomitsu,Peltason,LifeSciences,HealthcareRepresentative,3,Male,Single,125340,10445,22979,Travel_Rarely,Research&Development,2002-06-07
808,Yaghout,Syang,Marketing,SalesExecutive,2,Male,Divorced,104880,8740,19228,Travel_Rarely,Sales,2002-06-07
809,Poorav,Ranze,LifeSciences,ResearchScientist,3,Female,Divorced,30168,2514,5530.8,Travel_Rarely,Research&Development,2002-06-07
810,Kolar,Usery,Medical,ManufacturingDirector,3,Female,Divorced,91860,7655,16841,Travel_Rarely,Research&Development,2003-06-17
811,Falguni,Khalid,Marketing,Manager,3,Male,Married,209580,17465,38423,Travel_Rarely,Sales,2005-09-21
812,Yuchang,Francisci,Marketing,SalesExecutive,3,Male,Single,88212,7351,16172.2,Travel_Rarely,Sales,2001-01-13
813,King,Brendel,LifeSciences,ManufacturingDirector,3,Female,Married,129840,10820,23804,Travel_Frequently,Research&Development,2006-01-03
814,Roddy,Demeyer,LifeSciences,HealthcareRepresentative,3,Male,Divorced,146028,12169,26771.8,Travel_Frequently,Research&Development,2007-05-21
815,Jordanka,Ushiama,Medical,ResearchDirector,2,Male,Single,235512,19626,43177.2,Travel_Rarely,Research&Development,2005-06-25
816,Byong,Conde,TechnicalDegree,ResearchScientist,2,Female,Single,24840,2070,4554,Travel_Rarely,Research&Development,2006-02-05
817,Pradeep,Harbusch,LifeSciences,LaboratoryTechnician,3,Male,Single,81384,6782,14920.4,Non-Travel,Research&Development,2007-02-07
818,Chenyi,Feinberg,LifeSciences,ManufacturingDirector,3,Male,Single,93348,7779,17113.8,Non-Travel,Research&Development,2002-08-17
819,Odysseas,Ressouche,LifeSciences,SalesRepresentative,4,Male,Married,33492,2791,6140.2,Travel_Frequently,Sales,2002-08-16
820,Paddy,Brizzi,LifeSciences,ResearchScientist,2,Male,Married,38412,3201,7042.2,Travel_Rarely,Research&Development,2005-09-28
821,Florina,Simkin,Marketing,SalesExecutive,3,Male,Divorced,59616,4968,10929.6,Travel_Frequently,Sales,2005-09-30
822,Fumiyo,Boyle,TechnicalDegree,SalesExecutive,2,Male,Married,157440,13120,28864,Travel_Rarely,Sales,2006-03-07
823,JiYoung,Chenney,LifeSciences,ManufacturingDirector,3,Male,Single,48396,4033,8872.6,Travel_Frequently,Research&Development,2007-12-07
824,Phillip,Dratva,LifeSciences,ResearchScientist,3,Female,Divorced,39492,3291,7240.2,Travel_Frequently,Research&Development,2002-12-07
825,Sumali,Liedekerke,Medical,LaboratoryTechnician,1,Male,Single,51264,4272,9398.4,Travel_Rarely,Research&Development,2003-05-18
826,Lech,Himler,Medical,ManufacturingDirector,2,Male,Married,60672,5056,11123.2,Travel_Rarely,Research&Development,2005-12-24
827,Giap,Bolsens,HumanResources,HumanResources,4,Male,Married,34128,2844,6256.8,Travel_Rarely,HumanResources,2005-07-24
828,Yunming,Beetstra,LifeSciences,ResearchScientist,2,Male,Divorced,32436,2703,5946.6,Travel_Frequently,Research&Development,2006-11-15
829,Goetz,Norsworthy,Medical,LaboratoryTechnician,3,Male,Single,22848,1904,4188.8,Non-Travel,Research&Development,2007-08-10
830,Nathalie,Standera,Marketing,SalesExecutive,3,Female,Single,98688,8224,18092.8,Travel_Rarely,Sales,2004-07-18
831,Monique,Doering,LifeSciences,LaboratoryTechnician,3,Male,Married,57192,4766,10485.2,Travel_Rarely,Research&Development,2005-04-10
832,Ishfaq,Candan,Medical,LaboratoryTechnician,3,Male,Married,31320,2610,5742,Travel_Frequently,Research&Development,2003-05-01
833,Vishv,Bouloucos,Medical,HealthcareRepresentative,2,Female,Divorced,68772,5731,12608.2,Travel_Rarely,Research&Development,2005-10-10
834,Bedir,Perry,LifeSciences,ResearchScientist,2,Male,Married,30468,2539,5585.8,Travel_Rarely,Research&Development,2007-11-16
835,Guiseppe,Kleiser,LifeSciences,SalesExecutive,3,Female,Married,68568,5714,12570.8,Travel_Rarely,Sales,2005-07-16
836,Munehiro,Dayana,TechnicalDegree,HumanResources,3,Male,Single,51876,4323,9510.6,Travel_Rarely,HumanResources,2006-09-28
837,Avishai,Bahr,LifeSciences,SalesExecutive,2,Female,Married,88032,7336,16139.2,Travel_Rarely,Sales,2007-01-14
838,Jacqueline,Masand,Medical,ResearchDirector,3,Female,Single,161988,13499,29697.8,Travel_Frequently,Research&Development,2008-03-08
839,Xiaoheng,Sluis,LifeSciences,SalesExecutive,3,Male,Single,165096,13758,30267.6,Travel_Frequently,Sales,2005-08-20
840,Mahmut,Skafidas,Marketing,SalesExecutive,3,Male,Single,61860,5155,11341,Travel_Rarely,Sales,2005-10-30
841,Mizuhito,Kemmerer,Medical,LaboratoryTechnician,2,Male,Married,27096,2258,4967.6,Travel_Rarely,Research&Development,2005-02-16
842,Selwyn,Merey,Medical,LaboratoryTechnician,3,Male,Single,43164,3597,7913.4,Travel_Rarely,Research&Development,2007-04-10
843,Mori,Yavatkar,LifeSciences,LaboratoryTechnician,3,Female,Married,30180,2515,5533,Travel_Rarely,Research&Development,2004-06-14
844,Goncalo,Staudhammer,Medical,LaboratoryTechnician,4,Male,Married,53040,4420,9724,Travel_Rarely,Research&Development,2006-08-26
845,Patricio,Leuchs,Marketing,SalesExecutive,2,Male,Married,78936,6578,14471.6,Travel_Rarely,Sales,2007-12-12
846,Kish,Perna,Medical,ResearchScientist,2,Female,Married,53064,4422,9728.4,Travel_Frequently,Research&Development,2008-02-06
847,Moty,Kenevan,LifeSciences,ManufacturingDirector,2,Male,Divorced,123288,10274,22602.8,Travel_Rarely,Research&Development,2003-07-14
848,Weijing,Bottner,Medical,HealthcareRepresentative,2,Male,Single,64116,5343,11754.6,Travel_Frequently,Research&Development,2005-10-26
849,Keiichiro,Marzano,Other,LaboratoryTechnician,2,Male,Married,28512,2376,5227.2,Travel_Frequently,Research&Development,2006-02-12
850,Patricia,dAstous,Marketing,SalesExecutive,1,Female,Single,64152,5346,11761.2,Travel_Rarely,Sales,2006-04-06
851,Shiv,Neimat,LifeSciences,SalesRepresentative,3,Female,Divorced,33924,2827,6219.4,Non-Travel,Sales,2007-06-21
852,Frazer,Ullian,TechnicalDegree,Manager,3,Female,Divorced,239316,19943,43874.6,Travel_Rarely,Research&Development,2008-01-13
853,Aruna,Journel,Medical,LaboratoryTechnician,3,Female,Married,37572,3131,6888.2,Travel_Rarely,Research&Development,2003-09-17
854,Yurij,Schonegge,LifeSciences,ResearchScientist,3,Male,Single,30624,2552,5614.4,Travel_Rarely,Research&Development,2004-02-17
855,Tadahiko,Sgarro,Medical,ResearchScientist,3,Female,Married,53724,4477,9849.4,Travel_Rarely,Research&Development,2005-08-17
856,Chinya,Birdsall,LifeSciences,ManufacturingDirector,2,Female,Married,77688,6474,14242.8,Travel_Rarely,Research&Development,2002-06-07
857,Oksana,Roisin,LifeSciences,LaboratoryTechnician,2,Male,Single,36396,3033,6672.6,Travel_Rarely,Research&Development,2002-06-07
858,Teunis,Berztiss,LifeSciences,ResearchScientist,3,Male,Single,35232,2936,6459.2,Travel_Rarely,Research&Development,2002-06-07
859,Supot,Naudin,Medical,Manager,3,Female,Divorced,223272,18606,40933.2,Travel_Rarely,Research&Development,2002-06-07
860,Khoa,Rousseau,LifeSciences,ResearchScientist,1,Female,Married,26016,2168,4769.6,Travel_Rarely,Research&Development,2003-06-17
861,Goetz,Hiyoshi,LifeSciences,ResearchScientist,2,Male,Married,34236,2853,6276.6,Travel_Frequently,Research&Development,2005-09-21
862,Elliott,Bednarek,Marketing,Manager,3,Female,Married,204576,17048,37505.6,Travel_Rarely,Sales,2001-01-13
863,Gad,Griswold,LifeSciences,ResearchScientist,1,Male,Single,27480,2290,5038,Non-Travel,Research&Development,2006-01-03
864,Yuchang,Matzke,HumanResources,HumanResources,3,Male,Married,43200,3600,7920,Travel_Rarely,HumanResources,2007-05-21
865,Uinam,Zschoche,LifeSciences,ResearchScientist,2,Male,Divorced,25284,2107,4635.4,Non-Travel,Research&Development,2005-06-25
866,Masato,Setlzner,LifeSciences,SalesExecutive,3,Male,Divorced,49380,4115,9053,Travel_Rarely,Sales,2006-02-05
867,Katsuyuki,Velasco,Medical,SalesExecutive,3,Male,Married,51924,4327,9519.4,Travel_Frequently,Sales,2007-02-07
868,Terresa,Benantar,Medical,Manager,3,Female,Married,214272,17856,39283.2,Travel_Frequently,Research&Development,2002-08-17
869,Kerhong,Bernick,Medical,LaboratoryTechnician,2,Male,Married,38352,3196,7031.2,Travel_Rarely,Research&Development,2002-08-16
870,Giap,Matzel,LifeSciences,ResearchDirector,3,Male,Married,228972,19081,41978.2,Travel_Rarely,Research&Development,2005-09-28
871,Munehiro,Zallocco,LifeSciences,SalesExecutive,3,Male,Married,107592,8966,19725.2,Travel_Rarely,Sales,2005-09-30
872,Chenxi,Leijenhorst,LifeSciences,LaboratoryTechnician,3,Female,Married,26520,2210,4862,Travel_Rarely,Research&Development,2006-03-07
873,Shim,Feldhoffer,Medical,SalesExecutive,3,Female,Married,54468,4539,9985.8,Travel_Frequently,Sales,2007-12-07
874,Lijie,Lunn,LifeSciences,LaboratoryTechnician,1,Male,Divorced,32892,2741,6030.2,Travel_Rarely,Research&Development,2002-12-07
875,Ashish,Fortenbacher,LifeSciences,LaboratoryTechnician,3,Male,Divorced,41892,3491,7680.2,Travel_Rarely,Research&Development,2003-05-18
876,Berthier,Menhoudj,Other,ResearchScientist,3,Male,Single,54492,4541,9990.2,Travel_Rarely,Research&Development,2005-12-24
877,Shalesh,Shumilov,Marketing,SalesRepresentative,4,Male,Single,32136,2678,5891.6,Travel_Rarely,Sales,2005-07-24
878,Nidapan,Dymetman,TechnicalDegree,ManufacturingDirector,3,Male,Divorced,88548,7379,16233.8,Travel_Rarely,Research&Development,2006-11-15
879,Renny,Pramanik,Medical,HumanResources,4,Male,Married,75264,6272,13798.4,Non-Travel,HumanResources,2007-08-10
880,Morris,Caine,Marketing,SalesExecutive,4,Male,Divorced,62640,5220,11484,Travel_Rarely,Sales,2004-07-18
881,Uri,Rullman,Other,LaboratoryTechnician,2,Female,Married,32916,2743,6034.6,Travel_Frequently,Research&Development,2005-04-10
882,Huan,Monarch,LifeSciences,ResearchScientist,3,Female,Single,59976,4998,10995.6,Travel_Frequently,Research&Development,2003-05-01
883,Pascal,Sooriamurthi,TechnicalDegree,ManufacturingDirector,1,Female,Divorced,123024,10252,22554.4,Travel_Rarely,Research&Development,2005-10-10
884,Baocai,Pena,Medical,ResearchScientist,3,Male,Married,33372,2781,6118.2,Travel_Rarely,Research&Development,2007-11-16
885,Irena,Schurmann,TechnicalDegree,SalesExecutive,2,Female,Divorced,82224,6852,15074.4,Travel_Rarely,Sales,2005-07-16
886,Masaru,Passino,LifeSciences,SalesExecutive,3,Male,Single,59400,4950,10890,Travel_Rarely,Sales,2006-09-28
887,Arfst,Mikschl,Medical,ResearchScientist,3,Male,Married,42948,3579,7873.8,Travel_Rarely,Research&Development,2007-01-14
888,Kirk,Kalsbeek,Medical,ResearchDirector,3,Female,Married,158292,13191,29020.2,Travel_Frequently,Research&Development,2008-03-08
889,Fan,Fairtlough,Marketing,SalesExecutive,2,Female,Married,124524,10377,22829.4,Non-Travel,Sales,2005-08-20
890,Arnd,Anandan,LifeSciences,ResearchScientist,3,Male,Married,26820,2235,4917,Travel_Rarely,Research&Development,2005-10-30
891,Willard,Danley,LifeSciences,ManufacturingDirector,3,Female,Divorced,126024,10502,23104.4,Travel_Frequently,Research&Development,2005-02-16
892,Godehard,Gammage,LifeSciences,ResearchScientist,4,Female,Married,24132,2011,4424.2,Travel_Rarely,Research&Development,2007-04-10
893,Alper,Narahara,Medical,ResearchScientist,2,Female,Single,22308,1859,4089.8,Non-Travel,Research&Development,2004-06-14
894,Fen,Fiebach,LifeSciences,ResearchScientist,3,Female,Divorced,45120,3760,8272,Travel_Rarely,Research&Development,2006-08-26
895,Toong,Driscoll,LifeSciences,ResearchDirector,3,Male,Married,213348,17779,39113.8,Travel_Rarely,Research&Development,2007-12-12
896,Hidde,Bergere,Medical,HealthcareRepresentative,3,Male,Married,81996,6833,15032.6,Travel_Rarely,Research&Development,2008-02-06
897,Krisda,Gecseg,Medical,HealthcareRepresentative,2,Female,Single,81744,6812,14986.4,Travel_Rarely,Research&Development,2003-07-14
898,Huiqun,Rajcani,LifeSciences,SalesExecutive,2,Female,Single,62052,5171,11376.2,Travel_Rarely,Sales,2005-10-26
899,Tomoyuki,Kermarrec,LifeSciences,ResearchDirector,1,Male,Married,236880,19740,43428,Travel_Rarely,Research&Development,2006-02-12
900,Jianhua,Leivant,Medical,Manager,2,Male,Married,224532,18711,41164.2,Travel_Rarely,Research&Development,2006-04-06
901,Chuanti,Karlin,TechnicalDegree,ResearchScientist,3,Male,Married,44304,3692,8122.4,Travel_Frequently,Research&Development,2007-06-21
902,Deniz,Ramras,TechnicalDegree,LaboratoryTechnician,4,Male,Single,30708,2559,5629.8,Travel_Rarely,Research&Development,2008-01-13
903,Gurbir,Katiyar,LifeSciences,ResearchScientist,3,Male,Divorced,30204,2517,5537.4,Travel_Rarely,Research&Development,2003-09-17
904,Mohammad,Koshino,LifeSciences,HealthcareRepresentative,3,Male,Divorced,79476,6623,14570.6,Travel_Rarely,Research&Development,2004-02-17
905,Pranav,Lieberherr,LifeSciences,ResearchDirector,2,Male,Single,219180,18265,40183,Travel_Rarely,Research&Development,2005-08-17
906,Berni,Sanella,LifeSciences,ResearchDirector,2,Female,Divorced,193488,16124,35472.8,Travel_Rarely,Research&Development,2002-06-07
907,Honesty,Smeets,TechnicalDegree,ResearchScientist,4,Female,Married,31020,2585,5687,Travel_Rarely,Research&Development,2002-06-07
908,Dipayan,Koprowski,Marketing,Manager,3,Male,Married,218556,18213,40068.6,Travel_Rarely,Sales,2002-06-07
909,Hidde,Tasistro,Marketing,SalesExecutive,4,Male,Divorced,100560,8380,18436,Travel_Rarely,Sales,2002-06-07
910,Tokuyasu,Serre,LifeSciences,ResearchScientist,4,Female,Single,35928,2994,6586.8,Travel_Rarely,Research&Development,2003-06-17
911,Theirry,Danley,LifeSciences,ResearchScientist,3,Male,Married,14676,1223,2690.6,Travel_Rarely,Research&Development,2005-09-21
912,Fen,Bratsberg,LifeSciences,SalesRepresentative,1,Male,Single,13416,1118,2459.6,Travel_Frequently,Sales,2001-01-13
913,Makato,Mayerwieser,LifeSciences,ResearchScientist,3,Male,Single,34500,2875,6325,Travel_Rarely,Research&Development,2006-01-03
914,Florina,Schapire,Marketing,Manager,1,Female,Single,225888,18824,41412.8,Travel_Rarely,Sales,2007-05-21
915,Piyawadee,Copas,Medical,HealthcareRepresentative,2,Male,Divorced,162924,13577,29869.4,Non-Travel,Research&Development,2005-06-25
916,Hercules,Munck,LifeSciences,LaboratoryTechnician,2,Female,Single,31500,2625,5775,Travel_Frequently,Research&Development,2006-02-05
917,Yoshinari,Kalloufi,Marketing,Manager,2,Female,Married,225468,18789,41335.8,Travel_Rarely,Sales,2007-02-07
918,Jagoda,Nannarelli,Marketing,SalesExecutive,3,Female,Single,54456,4538,9983.6,Travel_Rarely,Sales,2002-08-17
919,Kwangho,Reinhart,LifeSciences,Manager,3,Male,Divorced,238164,19847,43663.4,Travel_Frequently,Sales,2002-08-16
920,Sreenivas,Peck,Medical,ManufacturingDirector,3,Male,Single,126144,10512,23126.4,Travel_Rarely,Research&Development,2005-09-28
921,Fusako,Stenning,Medical,LaboratoryTechnician,3,Female,Divorced,53328,4444,9776.8,Travel_Frequently,Research&Development,2005-09-30
922,Kenroku,Gonthier,Medical,LaboratoryTechnician,3,Male,Single,25848,2154,4738.8,Travel_Frequently,Research&Development,2006-03-07
923,King,Bernini,LifeSciences,Manager,4,Male,Divorced,230280,19190,42218,Travel_Rarely,Research&Development,2007-12-07
924,Gino,Werthner,LifeSciences,HumanResources,2,Male,Married,53880,4490,9878,Travel_Frequently,HumanResources,2002-12-07
925,Howell,Baek,LifeSciences,ResearchScientist,3,Male,Married,42072,3506,7713.2,Travel_Rarely,Research&Development,2003-05-18
926,Zhenbing,Kadhim,Medical,ResearchScientist,4,Female,Married,28464,2372,5218.4,Travel_Rarely,Research&Development,2005-12-24
927,Byong,Bhattacharjee,Marketing,SalesExecutive,2,Female,Single,122772,10231,22508.2,Travel_Rarely,Sales,2005-07-24
928,Elliott,Spieker,LifeSciences,ManufacturingDirector,3,Female,Single,64920,5410,11902,Travel_Rarely,Research&Development,2006-11-15
929,Danco,Etalle,Medical,HealthcareRepresentative,3,Female,Married,95736,7978,17551.6,Travel_Rarely,Research&Development,2007-08-10
930,Fayez,Yeung,LifeSciences,LaboratoryTechnician,2,Male,Married,46404,3867,8507.4,Travel_Frequently,Research&Development,2004-07-18
931,Billur,Gyorkos,Medical,LaboratoryTechnician,2,Female,Single,34056,2838,6243.6,Travel_Frequently,Research&Development,2005-04-10
932,Houman,Unno,Medical,ManufacturingDirector,3,Female,Single,56340,4695,10329,Non-Travel,Research&Development,2003-05-01
933,Guangming,Jonsson,TechnicalDegree,LaboratoryTechnician,3,Female,Divorced,40068,3339,7345.8,Travel_Rarely,Research&Development,2005-10-10
934,Shahid,Leppanen,TechnicalDegree,ResearchScientist,3,Male,Single,24960,2080,4576,Travel_Rarely,Research&Development,2007-11-16
935,Aram,Gilg,Medical,ResearchScientist,3,Female,Single,25152,2096,4611.2,Travel_Rarely,Research&Development,2005-07-16
936,Karoline,Speel,Medical,SalesExecutive,4,Male,Married,74508,6209,13659.8,Travel_Rarely,Sales,2006-09-28
937,Sukumar,Wegerle,Medical,Manager,3,Female,Single,216732,18061,39734.2,Travel_Frequently,Research&Development,2007-01-14
938,Mahmut,Borstler,Medical,Manager,2,Female,Divorced,205476,17123,37670.6,Travel_Rarely,Research&Development,2008-03-08
939,Filipp,Suri,LifeSciences,ResearchScientist,3,Male,Divorced,28464,2372,5218.4,Travel_Rarely,Research&Development,2005-08-20
940,Vincent,Papastamatiou,LifeSciences,LaboratoryTechnician,3,Male,Married,58596,4883,10742.6,Travel_Rarely,Research&Development,2005-10-30
941,Subir,Biron,Medical,ResearchScientist,3,Male,Single,46848,3904,8588.8,Travel_Rarely,Research&Development,2005-02-16
